track_name,primary_artist_name,all_artists,album_name,track_popularity,artist_popularity,artist_followers,artist_genres,album_release_date,duration_readable,is_explicit,track_url,track_uri
Don't Speak,No Doubt,No Doubt,Tragic Kingdom,79,72,3105956,,1995-10-10,4:23,False,https://open.spotify.com/track/6urCAbunOQI4bLhmGpX7iS,spotify:track:6urCAbunOQI4bLhmGpX7iS
"GONE, GONE / THANK YOU","Tyler, The Creator","Tyler, The Creator",IGOR,74,91,24082257,,2019-05-17,6:15,True,https://open.spotify.com/track/1hz7SRTGUNAtIQ46qiNv2p,spotify:track:1hz7SRTGUNAtIQ46qiNv2p
Monsters,Iam Tongi,Iam Tongi; James Blunt,Monsters,0,59,299212,,2023-08-25,4:13,False,https://open.spotify.com/track/566xeCwM3DSfhAqLT5LtHT,spotify:track:566xeCwM3DSfhAqLT5LtHT
Mind Over Matter,Young the Giant,Young the Giant,Mind Over Matter,71,69,1699729,,2014-01-17,4:04,False,https://open.spotify.com/track/5Az8KU81g2aLBbJN67F2CI,spotify:track:5Az8KU81g2aLBbJN67F2CI
No Surprises,Radiohead,Radiohead,OK Computer,86,89,13551592,art rock; alternative rock,1997-05-28,3:49,False,https://open.spotify.com/track/10nyNJ6zNy2YVYLrcwLccB,spotify:track:10nyNJ6zNy2YVYLrcwLccB
505,Arctic Monkeys,Arctic Monkeys,Favourite Worst Nightmare,86,88,31761814,indie; garage rock,2007-04-22,4:13,False,https://open.spotify.com/track/0BxE4FqsDD1Ot4YuBXwAPp,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp
Streamline,System Of A Down,System Of A Down,Steal This Album!,54,85,13790511,nu metal; metal; alternative metal; rap metal; rock,2002-11-26,3:37,False,https://open.spotify.com/track/4YtuhhgpKwckVZNGzjpxBh,spotify:track:4YtuhhgpKwckVZNGzjpxBh
silhouettes of you,isaac gracie,isaac gracie,isaac gracie (extended edition),39,42,117244,,2018-04-13,4:57,False,https://open.spotify.com/track/4KUS3gWhOI1aQEkiPr8pfk,spotify:track:4KUS3gWhOI1aQEkiPr8pfk
Where Is My Mind?,Pixies,Pixies,Death to the Pixies,73,72,3510316,alternative rock,1997-10-06,3:49,False,https://open.spotify.com/track/0KzAbK6nItSqNh8q70tb0K,spotify:track:0KzAbK6nItSqNh8q70tb0K
K.,Cigarettes After Sex,Cigarettes After Sex,Cigarettes After Sex,14,87,17120005,dream pop,2017-06-09,5:20,False,https://open.spotify.com/track/1FWsomP9StpCcXNWmJk8Cl,spotify:track:1FWsomP9StpCcXNWmJk8Cl
Ew,Joji,Joji,Nectar,1,81,10400714,,2020-09-25,3:27,False,https://open.spotify.com/track/7xcUWyLh6fIMsYjoVI7NnZ,spotify:track:7xcUWyLh6fIMsYjoVI7NnZ
Precious,Starbenders,Starbenders; Remington Leith,Love Potions,30,39,61968,,2020-02-14,4:08,False,https://open.spotify.com/track/67kzylG5cY3EZzDEDiMWS7,spotify:track:67kzylG5cY3EZzDEDiMWS7
If You Need It,Starbenders,Starbenders,Take Back The Night,30,39,61968,,2023-09-22,4:13,True,https://open.spotify.com/track/2srTHMmulZVm0M4H5dAz7h,spotify:track:2srTHMmulZVm0M4H5dAz7h
A 1000 Times,Hamilton Leithauser,Hamilton Leithauser; Rostam,I Had a Dream That You Were Mine,0,45,63873,,2016-09-23,4:08,False,https://open.spotify.com/track/4GkS17JdvJY5vnsYqTGPG2,spotify:track:4GkS17JdvJY5vnsYqTGPG2
Waltzing Back,No Vacation,No Vacation,Waltzing Back,0,58,488809,bedroom pop; dream pop,2021-07-14,3:12,False,https://open.spotify.com/track/3Q1DprZauQyNo8KGlY8brZ,spotify:track:3Q1DprZauQyNo8KGlY8brZ
Dying In A Hot Tub,Palaye Royale,Palaye Royale,Boom Boom Room (Side B),52,63,779828,,2018-09-28,3:48,False,https://open.spotify.com/track/30h8YS2iYXSTPjqT4txPEh,spotify:track:30h8YS2iYXSTPjqT4txPEh
Sweater Weather,The Neighbourhood,The Neighbourhood,I Love You.,91,86,21368384,,2013-04-22,4:00,False,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6
Silver Soul,Beach House,Beach House,Teen Dream,60,76,2771286,dream pop,2010-01-26,4:58,False,https://open.spotify.com/track/6uz2JnWMcYfmWgJ7XEsjui,spotify:track:6uz2JnWMcYfmWgJ7XEsjui
Snow (Hey Oh),Red Hot Chili Peppers,Red Hot Chili Peppers,Stadium Arcadium,81,86,23078616,funk rock; alternative rock; rock,2006-05-09,5:34,False,https://open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO,spotify:track:2aibwv5hGXSgw7Yru8IYTO
Stop Crying Your Heart Out,Oasis,Oasis,Heathen Chemistry,77,85,12227144,britpop; madchester,2002-02-03,5:03,False,https://open.spotify.com/track/5YciOakY5dB5dULkiLdCaf,spotify:track:5YciOakY5dB5dULkiLdCaf
I Could Die for You,Red Hot Chili Peppers,Red Hot Chili Peppers,By the Way (Deluxe Edition),64,86,23078616,funk rock; alternative rock; rock,2002-07-09,3:12,False,https://open.spotify.com/track/3oP2vxUR2bjFCrU9YolGnM,spotify:track:3oP2vxUR2bjFCrU9YolGnM
Snuff,Slipknot,Slipknot,All Hope Is Gone,67,82,13931258,nu metal; metal; alternative metal; rap metal; heavy metal,2008-08-22,4:36,False,https://open.spotify.com/track/3RptaQ5Xb8WvtpItZ2f9Hi,spotify:track:3RptaQ5Xb8WvtpItZ2f9Hi
Feel Again,Sir Chloe,Sir Chloe,I Am The Dog,36,63,902739,,2023-05-19,3:49,False,https://open.spotify.com/track/6qEKAl27Pg1CHKcfZOWDjV,spotify:track:6qEKAl27Pg1CHKcfZOWDjV
Spiders,System Of A Down,System Of A Down,System Of A Down (Deluxe Version),17,85,13790511,nu metal; metal; alternative metal; rap metal; rock,1998,3:35,False,https://open.spotify.com/track/4vAHXnJ5YWLq5hbIVzZS1h,spotify:track:4vAHXnJ5YWLq5hbIVzZS1h
Black,Pearl Jam,Pearl Jam,Ten,80,79,9857607,grunge; rock; post-grunge,1991-08-27,5:42,False,https://open.spotify.com/track/5Xak5fmy089t0FYmh3VJiY,spotify:track:5Xak5fmy089t0FYmh3VJiY
One Last Breath,Creed,Creed,Weathered,82,77,4247710,post-grunge,2001-01-01,3:58,False,https://open.spotify.com/track/42T2QQv3xgBlpQxaSP7lnK,spotify:track:42T2QQv3xgBlpQxaSP7lnK
Welcome to the Black Parade,My Chemical Romance,My Chemical Romance,The Black Parade,80,83,10206337,emo; pop punk,2006-10-20,5:11,False,https://open.spotify.com/track/5wQnmLuC1W7ATsArWACrgW,spotify:track:5wQnmLuC1W7ATsArWACrgW
Rosemary,Deftones,Deftones,Koi No Yokan,75,86,7585068,nu metal; alternative metal; rap metal; shoegaze; rock,2012-11-09,6:53,False,https://open.spotify.com/track/4FEr6dIdH6EqLKR0jB560J,spotify:track:4FEr6dIdH6EqLKR0jB560J
